lead_id,name,title,company,location,linkedin_url,lead_source,icp_score,classification,search_combo,combo_name,priority,touch_number,connection_status,reply_status,purchase_intent,summary_snippet,scrape_date,asana_task_name
325769194,Cheng-Ho(C.H.) Wu,Head of Cloud and AI Business,cacaFly 聖洋科技,New Taipei,https://www.linkedin.com/in/ACwAABNq1-oBby-kKwPYItDpteJj6NPkuTouzwU,A-LI-Scout/Apify-v2,95,HOT,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,VP of Technology Head of Cloud AI Business cacaFly. AI consultancy cloud architecture data platforms cybersecurity. 20+ enterprises AI implementation digital transformation. Generative AI. GCP AWS Goo,2026-06-03,[HOT-95] Cheng-Ho(C.H.) Wu | Head of Cloud and AI Business | cacaFly 聖洋科技 | 95分
960789,Monica Hsueh,Global Marketing Director,Speed 3D Inc.,Taipei,https://www.linkedin.com/in/ACwAAAAOqRUB9D1gVlOqrWgk2fa8aF9Tx8TwLFw,A-LI-Scout/Apify-v2,85,HOT,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"Entrepreneur business strategist AI-driven product development, venture capital. AI processing, SaaS models, agentic AI intelligent automation. AI workflows content ad placement.",2026-06-03,[HOT-85] Monica Hsueh | Global Marketing Director | Speed 3D Inc. | 85分
490046353,Chi-Chung Chen,Director of Product and Machine Learning,aetherAI 雲象科技,Taiwan,https://www.linkedin.com/in/ACwAAB01g5EB3w0Sgi0oa-1sbFkP32n6gHQag9g,A-LI-Scout/Apify-v2,85,HOT,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,AI and product executive med-tech. IPO at aetherAI. Machine Learning Product Management departments. GigaPixel weakly supervised training algorithm patents. Gaia pathology foundation model Nature Comm,2026-06-03,[HOT-85] Chi-Chung Chen | Director of Product and Machin | aetherAI 雲象科技 | 85分
869596540,Ella Hung,Director of Digital Marketing,ACES Group 宏致集團,Taoyuan,https://www.linkedin.com/in/ACwAADPU_XwB18WcBHo0ZHAhoj5DZOLyDgv5GU8,A-LI-Scout/Apify-v2,83,HOT,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"Marketing Digital Transformation Leader B2B B2C. AI-enabled business models, AI tools to reshape digital operations unlock new scalable revenue opportunities.",2026-06-03,[HOT-83] Ella Hung | Director of Digital Marketing | ACES Group 宏致集團 | 83分
125441689,YuYu Chen,Chief / Head of IT,Koo Foundation Sun Yat-Sen Cancer Center,Taiwan,https://www.linkedin.com/in/ACwAAAd6FpkB3bxX-aFgbQEYltplWzcmtdr9UGw,A-LI-Scout/Apify-v2,80,HOT,combo_A,組合A：科技公司IT決策者,P1,D1-待發,待發送,未回覆,1,"I lead IT and digital health systems at a specialist cancer centre, supporting more than 1,100 healthcare staff and leading a multidisciplinary IT team of 30+. My focus is on making clinical technolog",2026-06-03,[HOT-80] YuYu Chen | Chief / Head of IT | Koo Foundation Sun Yat-Sen Cancer Center | 80分
548475880,James Wu,Director of Technology & Innovation,InterContinental Kaohsiung,Tainan,https://www.linkedin.com/in/ACwAACCxE-gBl1s6KrJQSgypOGGRis0S6AihLWA,A-LI-Scout/Apify-v2,80,HOT,combo_A,組合A：科技公司IT決策者,P1,D1-待發,待發送,未回覆,1,Innovative IT Director with strong background implementing advanced automation solutions and AI-driven tools to enhance hotel operations.,2026-06-03,[HOT-80] James Wu | Director of Technology & Innov | InterContinental Kaohsiung | 80分
495033638,Tony Chen,Director of Digital Marketing,InterContinental Kaohsiung,Taipei,https://www.linkedin.com/in/ACwAAB2BnSYBypPtFchiXTIyKZVSgzsOYCmaXKM,A-LI-Scout/Apify-v2,80,HOT,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"Digital Marketing Director with 10+ years SEO, AI-enabled marketing, automation. MarTech-driven decision framework, CRM, GA4, marketing automation platforms. CDP architecture and traffic growth planni",2026-06-03,[HOT-80] Tony Chen | Director of Digital Marketing | InterContinental Kaohsiung | 80分
11247844,Enoc Burgos,Director of Partnership Marketing,Reallusion,Taipei,https://www.linkedin.com/in/ACwAAACroOQBtCOYCcZ-4ScvUtWconLHRpKgzeU,A-LI-Scout/Apify-v2,80,HOT,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"Dynamic marketing executive 15+ years technology, media, e-commerce, AI cloud sectors. Innovative marketing campaigns, global teams. AI cloud sectors.",2026-06-03,[HOT-80] Enoc Burgos | Director of Partnership Market | Reallusion | 80分
175754821,Matthew Ryan,Global Marketing Director,iKala,Taipei,https://www.linkedin.com/in/ACwAAAp5zkUBHUW5LB0SNRYrIfqO-vySWKq11j4,A-LI-Scout/Apify-v2,80,HOT,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"15 years PR, marketing for tech companies and startups across Asia. TechCrunch, Bloomberg, Nikkei Asian Review.",2026-06-03,[HOT-80] Matthew Ryan | Global Marketing Director | iKala | 80分
184920693,Amanda Ye,"Director, Global Marketing Department",ARBOR Technology Corp.,Taipei,https://www.linkedin.com/in/ACwAAAsFqnUBUgr_X06KhlNMiz-sCsuh7NFe44I,A-LI-Scout/Apify-v2,80,HOT,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,Global Marketing Director ARBOR Technology. IoT go-to-market strategies brand equity international markets.,2026-06-03,"[HOT-80] Amanda Ye | Director, Global Marketing Dep | ARBOR Technology Corp. | 80分"
651016022,Anna Gong,"Regional Marketing Director, Asia",Portrait Displays,Taipei,https://www.linkedin.com/in/ACwAACbNt1YBQUkW4HrAegb-7A7gGGnsVy2G9rw,A-LI-Scout/Apify-v2,80,HOT,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"Marketing expert 20 years advertising digital marketing PR event CRM integrated marketing. 4A agencies, global MNCs, startup experience.",2026-06-03,"[HOT-80] Anna Gong | Regional Marketing Director, A | Portrait Displays | 80分"
352187118,Yenhua Tu,Marketing Director,KabuK Style Inc.,Taipei,https://www.linkedin.com/in/ACwAABT98u4BEyfI3jf6SZCsvZEkErglSZBKerU,A-LI-Scout/Apify-v2,80,HOT,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,Branding influencer marketing CRM content creation. Financial services technology products travel platforms.,2026-06-03,[HOT-80] Yenhua Tu | Marketing Director | KabuK Style Inc. | 80分
627367438,Yvonne C.,Chief Marketing Officer,hububble,Taipei,https://www.linkedin.com/in/ACwAACVk3g4B3CKi2eGnmOq3wWe2N0laPyB58fc,A-LI-Scout/Apify-v2,80,HOT,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,數位轉型不只是買新工具，SEO、內容、電子報，HubSpot Marketing Automation，B2B銷售流程 CRM. 7年 MarTech Marketing Automation 導入。台灣 HubSpot 專家團隊社群負責人。,2026-06-03,[HOT-80] Yvonne C. | Chief Marketing Officer | hububble | 80分
354755421,Vanessa Chou,Director of Strategic Planning,MAKALOT INDUSTRIAL CO.,Taipei,https://www.linkedin.com/in/ACwAABUlI10BjIMkpfV7fdTc71qheHMUVDylFc4,A-LI-Scout/Apify-v2,80,HOT,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"AI engineering global supply chains, fashion infrastructure meets emerging technology. AI-powered product development, AI investment fashion industry leadership.",2026-06-03,[HOT-80] Vanessa Chou | Director of Strategic Planning | MAKALOT INDUSTRIAL CO. | 80分
208891550,Francisco Gómez,Chief Technology Officer,New Green Power 永鑫能源,Taiwan,https://www.linkedin.com/in/ACwAAAxzbp4Bg50H7XvECXQaoZdoT7BPkxNUgH8,A-LI-Scout/Apify-v2,80,HOT,combo_D,組合D：SaaS/軟體新創CTO/VP,P1,D1-待發,待發送,未回覆,1,"CTO at New Green Power (BlackRock portfolio). Leading technical aspects, identifying new opportunities for growth. Renewable energy solar photovoltaic.",2026-06-03,[HOT-80] Francisco Gómez | Chief Technology Officer | New Green Power 永鑫能源 | 80分
853118362,Levi Lan,Chief Technology Officer,"HigherCloud CO., LTD.",Taiwan,https://www.linkedin.com/in/ACwAADLZjZoBPfNSTYI9XD8Bm-FW7P34RBB9Rok,A-LI-Scout/Apify-v2,80,HOT,combo_D,組合D：SaaS/軟體新創CTO/VP,P1,D1-待發,待發送,未回覆,1,"10+ years cloud computing IT infrastructure. AWS GCP Azure Alibaba Tencent. Cloud AI passion, driving cloud innovation. ISO 27001 certification.",2026-06-03,"[HOT-80] Levi Lan | Chief Technology Officer | HigherCloud CO., LTD. | 80分"
875852,Fabien Petitgrand,Chief Technology Officer,ubiik inc.,Taiwan,https://www.linkedin.com/in/ACwAAAANXUwB8ibljBY66965qRQNNVEfMemqELQ,A-LI-Scout/Apify-v2,80,HOT,combo_D,組合D：SaaS/軟體新創CTO/VP,P1,D1-待發,待發送,未回覆,1,Wireless connectivity ultra-low power IoT requirements.,2026-06-03,[HOT-80] Fabien Petitgrand | Chief Technology Officer | ubiik inc. | 80分
515744334,Stan Yu,"Venture Partner, Head of Asia Pacific",Cardumen Capital,Taipei,https://www.linkedin.com/in/ACwAAB69ok4BeWeDddPs9NyRa4KNjVH2yg2wnUw,A-LI-Scout/Apify-v2,80,HOT,combo_D,組合D：SaaS/軟體新創CTO/VP,P1,D1-待發,待發送,未回覆,1,Global venture capital firm 300M+ AUM. Tech companies Europe Middle East Asia.,2026-06-03,"[HOT-80] Stan Yu | Venture Partner, Head of Asia  | Cardumen Capital | 80分"
250622149,Max Hsu,Chief Technology Officer,COMMEET 雲端費用管理系統,Taipei,https://www.linkedin.com/in/ACwAAA7wMMUBXchDLyXdqtx7nQ_B4JlkwKWi1_Q,A-LI-Scout/Apify-v2,80,HOT,combo_D,組合D：SaaS/軟體新創CTO/VP,P1,D1-待發,待發送,未回覆,1,IT manager 10+ years business operations organizational growth. Leading R&D team. Adapting to new technology and methodology.,2026-06-03,[HOT-80] Max Hsu | Chief Technology Officer | COMMEET 雲端費用管理系統 | 80分
253262432,Daniel Chang,Vice President Information Technology,NUWA Robotics,Taipei,https://www.linkedin.com/in/ACwAAA8YemABaTBvmjKxtGB2kb2PPX7q9ZHmGUU,A-LI-Scout/Apify-v2,80,HOT,combo_D,組合D：SaaS/軟體新創CTO/VP,P1,D1-待發,待發送,未回覆,1,,2026-06-03,[HOT-80] Daniel Chang | Vice President Information Tec | NUWA Robotics | 80分
16577236,Yu-Te Lin,Chief Technology Officer,"MaiCoin, Ltd.",Taiwan,https://www.linkedin.com/in/ACwAAAD88tQBl7p9-fih2j23-1dT5qtTjTCjEQE,A-LI-Scout/Apify-v2,80,HOT,combo_D,組合D：SaaS/軟體新創CTO/VP,P1,D1-待發,待發送,未回覆,1,,2026-06-03,"[HOT-80] Yu-Te Lin | Chief Technology Officer | MaiCoin, Ltd. | 80分"
315962174,Matt Jiang,Chief Technology Officer,網際智慧,Taiwan,https://www.linkedin.com/in/ACwAABLVMz4BgZfp_nJik14VRmy1JR2Tz35w67E,A-LI-Scout/Apify-v2,80,HOT,combo_D,組合D：SaaS/軟體新創CTO/VP,P1,D1-待發,待發送,未回覆,1,"Software engineer since 1998. Leading team to implement AI into business applications, creating significant value. Senior Solution Architect.",2026-06-03,[HOT-80] Matt Jiang | Chief Technology Officer | 網際智慧 | 80分
1317567900,Rayvatek International,Chief Technology Officer,Rayvatek 睿智創新科技,Miaoli,https://www.linkedin.com/in/ACwAAE6IfZwB35f_hglqNTwz7pFgdXSMbnIMWQE,A-LI-Scout/Apify-v2,80,HOT,combo_D,組合D：SaaS/軟體新創CTO/VP,P1,D1-待發,待發送,未回覆,1,Metal 3D Printing Taiwan. Design to mass production solutions.,2026-06-03,[HOT-80] Rayvatek International | Chief Technology Officer | Rayvatek 睿智創新科技 | 80分
920902988,Peter Chang,Operations Director,Zenpack,Taiwan,https://www.linkedin.com/in/ACwAADbj3UwBFcP-94ERmCFCDeBd8NSTm3tiBg8,A-LI-Scout/Apify-v2,80,HOT,combo_E,組合E：電商/新零售Operations,P4,D1-待發,待發送,未回覆,1,Operations Director digital transformation strategic supply chain. HubSpot Asana enterprise software automate workflows. Walmart Costco AutoZone global procurement.,2026-06-03,[HOT-80] Peter Chang | Operations Director | Zenpack | 80分
387477530,WEI-CHUAN LEE,Director of E-Commerce Operations,ForaCare Inc.,New Taipei,https://www.linkedin.com/in/ACwAABcYcBoBkeyLDI2Edbf6M2hxM1QWuRE-E_s,A-LI-Scout/Apify-v2,80,HOT,combo_E,組合E：電商/新零售Operations,P4,D1-待發,待發送,未回覆,1,10 years Amazon Shopify e-commerce North American markets. DiQi Tech operational systems digital products. Healthcare e-commerce accuracy stability.,2026-06-03,[HOT-80] WEI-CHUAN LEE | Director of E-Commerce Operati | ForaCare Inc. | 80分
208526612,Nils Liu,Head of AI,"AAA Capital Investment, Inc.",Taipei,https://www.linkedin.com/in/ACwAAAxt3RQBprmxjOG-mlLMz7vCpt9jYICZvkI,A-LI-Scout/Apify-v2,80,HOT,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,GenAI operational deployment governed maintained. Regulated environments engineering-driven. Agent layer tool contracts state memory management. Observability tracing metrics logs. Azure OpenAI GCP RA,2026-06-03,"[HOT-80] Nils Liu | Head of AI | AAA Capital Investment, Inc. | 80分"
124820255,Ruby Chuang,Director of Product Strategy Center,AG Neovo,Taipei,https://www.linkedin.com/in/ACwAAAdwmx8BZ6GezgcxRUD-QiGJkOGJJwlRghY,A-LI-Scout/Apify-v2,80,HOT,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,Product manager ruggedized laptop. Software hardware system integration product planning. Technology innovation management statistics.,2026-06-03,[HOT-80] Ruby Chuang | Director of Product Strategy C | AG Neovo | 80分
294417885,Samuel Kao,Product Director,Hahow 好學校,New Taipei,https://www.linkedin.com/in/ACwAABGMdd0Bi6vzCEPdGvzlCA5TFuBVWxg032w,A-LI-Scout/Apify-v2,80,HOT,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,Hahow 好學校產品總監 Hahow for Business 營運總監. AI賦能企業培訓解決方案. SaaS企業端產品設計開發. AI-on-duty課程. 線上AI課程 Hahow.,2026-06-03,[HOT-80] Samuel Kao | Product Director | Hahow 好學校 | 80分
1607391739,Allen Sun,Head of ASRock AI,華擎科技 ASRock Inc.,Taipei,https://www.linkedin.com/in/ACwAAF_O2fsB4R3kgcPzFxWJ0w9WLJVw4GDEAeU,A-LI-Scout/Apify-v2,80,HOT,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,AI transformation leader hardware industry ASRock AI Center. Building enterprise knowledge systems. RAG secure private AI platforms. AI infrastructure CUDA ROCm ecosystems. LLM AI workstations local i,2026-06-03,[HOT-80] Allen Sun | Head of ASRock AI | 華擎科技 ASRock Inc. | 80分
415289194,Kate Hsu,"Director of Product and Business Development, North America",AMIT Wireless Inc.,Taiwan,https://www.linkedin.com/in/ACwAABjAz2oBXEFh-NIAPXvgkNjempH-z8bC694,A-LI-Scout/Apify-v2,80,HOT,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,Electronics wireless technology IoT IIoT. Partner business development GTM planning. M2M IoT IIoT applications.,2026-06-03,[HOT-80] Kate Hsu | Director of Product and Busine | AMIT Wireless Inc. | 80分
124039450,Jubi Chen,Product Director,thingnario,Taipei,https://www.linkedin.com/in/ACwAAAdksRoB7jHxKoeDCNQEmZMIq9QOQtGmqa8,A-LI-Scout/Apify-v2,80,HOT,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,SaaS platforms renewable energy energy management grid-scale. Product director 5 product lines. End-to-end product strategy execution commercial outcomes.,2026-06-03,[HOT-80] Jubi Chen | Product Director | thingnario | 80分
73196668,Tom Su,Senior Director of Product Management,TenMax AD Tech Lab Co.,Taiwan,https://www.linkedin.com/in/ACwAAARc5HwB_2lbI2gBcvbaAx1pPlGmQuEHS3A,A-LI-Scout/Apify-v2,80,HOT,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,Senior Director Product Management ad tech.,2026-06-03,[HOT-80] Tom Su | Senior Director of Product Man | TenMax AD Tech Lab Co. | 80分
408235928,YI HAN HU,Associate Product Director,Omnichat,Taipei,https://www.linkedin.com/in/ACwAABhVL5gBrtuGHz4nVEj7rbq10vwKyPcZq10,A-LI-Scout/Apify-v2,80,HOT,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,Product Manager all-in-one SaaS product Amazon EC sellers. Business analysis product specification cross-departmental collaboration.,2026-06-03,[HOT-80] YI HAN HU | Associate Product Director | Omnichat | 80分
10311810,Ernest Chiang,"Director, Product & Technology Integration",PAFERS Tech,Taipei,https://www.linkedin.com/in/ACwAAACdWIIB51YszcU35bz5MUNqNG6BO65cN-8,A-LI-Scout/Apify-v2,80,HOT,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,IT solutions planning developing implementing 20+ years client growth.,2026-06-03,"[HOT-80] Ernest Chiang | Director, Product & Technology | PAFERS Tech | 80分"
613964564,Syuan Yu Chen,Product Director,"AI DataBrushing Technology Co., Ltd.",Taipei,https://www.linkedin.com/in/ACwAACSYWxQBttI3ploUWFVmuB0IEHVQDEIC9t4,A-LI-Scout/Apify-v2,80,HOT,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,SaaS product Amazon EC sellers. Business analysis product specification PMP certified. AI DataBrushing Technology Product Director.,2026-06-03,"[HOT-80] Syuan Yu Chen | Product Director | AI DataBrushing Technology Co., Ltd. | 80分"
662379651,Guillaume Defer,Marketing Director,Headline Asia,Taipei,https://www.linkedin.com/in/ACwAACd7HIMByMNeMwsPOdXMF32TfmnfRzK7ivU,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"Problem-solving supporting Founders striving to have positive impact on people's lives at scale. Branding, communication touchpoints.",2026-06-03,[WARM-78] Guillaume Defer | Marketing Director | Headline Asia | 78分
597621596,Chun-Kai Wang,Marketing Director,DeepWave,Taipei,https://www.linkedin.com/in/ACwAACOe-1wBkas2GS_YXYleoBWmdVvn9moBWao,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,10年行銷資歷，品牌行銷總監，廣告代理商、電商品牌行銷運營與科技新創行銷運營。Campaign規劃運營、新創品牌發展規劃。,2026-06-03,[WARM-78] Chun-Kai Wang | Marketing Director | DeepWave | 78分
50501831,Yvonne Chou,Head of Global Marketing,VICTOR,Taipei,https://www.linkedin.com/in/ACwAAAMCmMcB6Bq1-25h24WBS_o4u8HG37mjA8A,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"Director of Brand Development in sporting goods. Marketing Management, Customer Insight, FMCG, Trade Marketing, Marketing Strategy.",2026-06-03,[WARM-78] Yvonne Chou | Head of Global Marketing | VICTOR | 78分
307728745,YiWei Weng,Director Marketing Division,"FEC POS - Firich Enterprises Co., Ltd.",New Taipei,https://www.linkedin.com/in/ACwAABJXkWkBbKe-AA_cQuPp2prHn7K2SOyegd0,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,,2026-06-03,"[WARM-78] YiWei Weng | Director Marketing Division | FEC POS - Firich Enterprises Co., Ltd. | 78分"
324442376,Ling Cheng,Marketing Director,VicOne,Taiwan,https://www.linkedin.com/in/ACwAABNWmQgB_4W12NAYiWTdOjtlJ7fYNmtMWs4,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"B2B marketing expert 10+ years. Green energy, smart manufacturing, automotive industry. Cross-departmental global marketing campaigns.",2026-06-03,[WARM-78] Ling Cheng | Marketing Director | VicOne | 78分
230274101,Jimmy Lo,"Head of Marketing, Director",RECCESSARY,Taipei,https://www.linkedin.com/in/ACwAAA25tDUBf2VQl6UPcO21T-rjbXqfrYnrrNI,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"16+ years e-Commerce, Digital Marketing APAC. AI-empowered operations integrating GenAI into marketing workflows. ESG marketing sustainable business growth.",2026-06-03,"[WARM-78] Jimmy Lo | Head of Marketing, Director | RECCESSARY | 78分"
564021614,Liz Chen,"Sr. Managing Director, Marketing and Business Development",Terasic Inc.,Taiwan,https://www.linkedin.com/in/ACwAACGeSW4BpUT5IF3UPnBL_ZYwzSpsPGzJMx4,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"Managing Director at Terasic Inc. FPGA platforms. AI vision, defense, medical, aerospace. Edge AI with system design, business execution.",2026-06-03,"[WARM-78] Liz Chen | Sr. Managing Director, Marketi | Terasic Inc. | 78分"
940654686,Tai Yin En,National Director of Marketing & Brand,AIESEC in Taiwan,New Taipei,https://www.linkedin.com/in/ACwAADgRQF4B-SzDz-oKd-9ioWCGCLEfTJPbHCQ,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,Ambitious International Affairs Management fresh graduate. Marketing Brand management at AIESEC.,2026-06-03,[WARM-78] Tai Yin En | National Director of Marketing | AIESEC in Taiwan | 78分
44323644,"Jerry Chen, Ph.D.",Marketing Associate Director,HanchorBio Inc.,Taipei,https://www.linkedin.com/in/ACwAAAKkUzwB6hPVD4W1W-9U3GQ8v1b5UptDjgg,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"Pharma marketing Oncology Hematology AstraZeneca Takeda. Commercial Operations, Portfolio Management.",2026-06-03,"[WARM-78] Jerry Chen, Ph.D. | Marketing Associate Director | HanchorBio Inc. | 78分"
73977230,Nova Abbott,Head Of Marketing,TAYA CANVAS,Tainan,https://www.linkedin.com/in/ACwAAARozY4BK5ua8xs9OlQmBI0P578ba7acEOc,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,International marketing professional B2B CRM event management translation. Multilingual communicator.,2026-06-03,[WARM-78] Nova Abbott | Head Of Marketing | TAYA CANVAS | 78分
